OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Region Index,Product  Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0005351,5-04-2019,09-04-2019,27,Wholesale,AUD,NXH382,54,5,11,227.8,95.68,2505.8
SO - 0005691,5-04-2019,19-04-2019,46,Wholesale,USD,NXH382,7,2,5,1125.6,945.5,5628.0
SO - 0005849,5-04-2019,16-04-2019,18,Wholesale,USD,NXH382,92,2,5,3778.8,1662.67,18894.0
SO - 000122,6-04-2019,10-04-2019,14,Export,AUD,NXH382,48,2,12,991.6,654.46,11899.2
SO - 000769,6-04-2019,23-04-2019,36,Wholesale,AUD,NXH382,17,6,10,1226.1,588.53,12261.0
SO - 0001905,6-04-2019,10-04-2019,43,Wholesale,NZD,NXH382,94,9,9,2626.4,2101.12,23637.6
SO - 0001938,6-04-2019,11-04-2019,35,Wholesale,NZD,NXH382,33,13,6,1172.5,644.88,7035.0
SO - 0002715,6-04-2019,20-04-2019,27,Wholesale,USD,NXH382,51,11,6,3839.1,2495.42,23034.6
SO - 0005091,6-04-2019,22-04-2019,45,Export,USD,NXH382,60,2,9,1018.4,407.36,9165.6
SO - 0005470,6-04-2019,14-04-2019,23,Export,AUD,NXH382,32,2,7,234.5,192.29,1641.5
SO - 0006446,6-04-2019,11-04-2019,29,Distributor,GBP,NXH382,36,2,8,2331.6,1025.9,18652.8
SO - 0006483,6-04-2019,17-04-2019,25,Wholesale,NZD,NXH382,13,7,8,2519.2,1158.83,20153.6
SO - 0006913,6-04-2019,23-04-2019,18,Distributor,USD,NXH382,83,2,11,1869.3,1271.12,20562.3
SO - 0007885,6-04-2019,17-04-2019,13,Distributor,EUR,NXH382,57,5,5,3966.4,1745.22,19832.0
SO - 0001115,7-04-2019,17-04-2019,14,Wholesale,NZD,NXH382,2,1,12,3993.2,3034.83,47918.4
SO - 0004538,7-04-2019,15-04-2019,34,Wholesale,NZD,NXH382,15,1,9,2559.4,1791.58,23034.6
SO - 0004569,7-04-2019,20-04-2019,42,Wholesale,NZD,NXH382,3,11,7,2767.1,1632.59,19369.7
SO - 0007175,7-04-2019,23-04-2019,33,Wholesale,USD,NXH382,50,9,11,1018.4,824.9,11202.4
SO - 0007974,7-04-2019,20-04-2019,38,Wholesale,NZD,NXH382,94,5,8,730.3,460.09,5842.4
SO - 000498,8-04-2019,21-04-2019,3,Wholesale,EUR,NXH382,48,1,5,3932.9,2635.04,19664.5
SO - 000720,8-04-2019,19-04-2019,36,Export,NZD,NXH382,98,7,10,991.6,575.13,9916.0
SO - 0001199,8-04-2019,17-04-2019,4,Wholesale,GBP,NXH382,2,11,6,1025.1,594.56,6150.6
SO - 0002071,8-04-2019,22-04-2019,20,Wholesale,NZD,NXH382,46,12,7,3892.7,3308.8,27248.9
SO - 0003115,8-04-2019,12-04-2019,11,Export,USD,NXH382,94,7,12,1996.6,1397.62,23959.2
SO - 0003193,8-04-2019,24-04-2019,15,Distributor,GBP,NXH382,84,11,8,1152.4,460.96,9219.2
SO - 0003274,8-04-2019,19-04-2019,24,Wholesale,AUD,NXH382,3,2,12,3912.8,1799.89,46953.6
SO - 0005649,8-04-2019,15-04-2019,40,Wholesale,NZD,NXH382,94,1,9,2003.3,1482.44,18029.7
SO - 0006430,8-04-2019,13-04-2019,50,Distributor,USD,NXH382,23,9,10,1112.2,500.49,11122.0
SO - 0007430,8-04-2019,20-04-2019,49,Distributor,AUD,NXH382,3,7,8,944.7,651.84,7557.6
SO - 0007471,8-04-2019,25-04-2019,38,Wholesale,NZD,NXH382,56,1,5,1065.3,543.3,5326.5
SO - 0007594,8-04-2019,17-04-2019,47,Wholesale,USD,NXH382,36,9,9,167.5,73.7,1507.5
SO - 000634,9-04-2019,15-04-2019,10,Wholesale,NZD,NXH382,23,1,5,757.1,507.26,3785.5
SO - 000915,9-04-2019,26-04-2019,8,Wholesale,NZD,NXH382,47,1,9,1072.0,857.6,9648.0
SO - 0001686,9-04-2019,15-04-2019,17,Distributor,USD,NXH382,15,1,9,1976.5,1264.96,17788.5
SO - 0001968,9-04-2019,19-04-2019,23,Wholesale,AUD,NXH382,14,7,9,3845.8,3230.47,34612.2
SO - 0003678,9-04-2019,19-04-2019,12,Wholesale,GBP,NXH382,51,10,5,1232.8,505.45,6164.0
SO - 0004092,9-04-2019,23-04-2019,47,Wholesale,NZD,NXH382,2,7,8,247.9,205.76,1983.2
SO - 0005807,9-04-2019,19-04-2019,1,Wholesale,USD,NXH382,51,8,11,1708.5,1178.87,18793.5
SO - 0006155,9-04-2019,20-04-2019,35,Wholesale,NZD,NXH382,20,1,7,1246.2,573.25,8723.4
SO - 0007610,9-04-2019,19-04-2019,6,Distributor,USD,NXH382,9,1,9,991.6,436.3,8924.4
SO - 000432,10-04-2019,21-04-2019,19,Distributor,AUD,NXH382,21,11,6,938.0,450.24,5628.0
SO - 0001361,10-04-2019,23-04-2019,34,Wholesale,NZD,NXH382,41,2,8,3276.3,1539.86,26210.4
SO - 0003946,10-04-2019,16-04-2019,42,Export,NZD,NXH382,33,13,10,1809.0,1175.85,18090.0
SO - 0004412,10-04-2019,14-04-2019,50,Distributor,NZD,NXH382,45,1,9,1065.3,607.22,9587.7
SO - 0004710,10-04-2019,13-04-2019,35,Wholesale,NZD,NXH382,16,1,11,891.1,525.75,9802.1
SO - 0005286,10-04-2019,18-04-2019,35,Export,AUD,NXH382,80,7,6,1159.1,486.82,6954.6
SO - 0005360,10-04-2019,25-04-2019,3,Export,NZD,NXH382,73,2,11,1065.3,490.04,11718.3
SO - 0005864,10-04-2019,13-04-2019,17,Wholesale,EUR,NXH382,79,1,5,911.2,492.05,4556.0
SO - 0006373,10-04-2019,15-04-2019,36,Wholesale,AUD,NXH382,78,4,10,3028.4,1877.61,30284.0
SO - 0006452,10-04-2019,25-04-2019,46,Wholesale,AUD,NXH382,22,2,7,6338.2,4817.03,44367.4
SO - 000731,11-04-2019,16-04-2019,26,Wholesale,USD,NXH382,84,2,7,2251.2,1620.86,15758.4
SO - 0001535,11-04-2019,23-04-2019,28,Wholesale,NZD,NXH382,58,2,6,844.2,430.54,5065.2
SO - 0002332,11-04-2019,29-04-2019,6,Wholesale,AUD,NXH382,27,1,8,5983.1,2632.56,47864.8
SO - 0002529,11-04-2019,22-04-2019,49,Wholesale,USD,NXH382,43,7,7,2820.7,2228.35,19744.9
SO - 0002567,11-04-2019,14-04-2019,23,Distributor,GBP,NXH382,45,2,5,5453.8,3163.2,27269.0
SO - 0002603,11-04-2019,18-04-2019,17,Distributor,GBP,NXH382,29,4,9,3557.7,2170.2,32019.3
SO - 0006092,11-04-2019,16-04-2019,30,Distributor,USD,NXH382,76,11,5,1125.6,686.62,5628.0
SO - 0006312,11-04-2019,26-04-2019,29,Distributor,USD,NXH382,31,9,12,2010.0,824.1,24120.0
SO - 0006317,11-04-2019,15-04-2019,36,Export,NZD,NXH382,100,5,6,2378.5,1070.33,14271.0
SO - 000698,12-04-2019,25-04-2019,9,Wholesale,USD,NXH382,42,11,11,6117.1,4404.31,67288.1
SO - 0002330,12-04-2019,30-04-2019,40,Wholesale,AUD,NXH382,33,7,5,167.5,70.35,837.5
SO - 0002429,12-04-2019,19-04-2019,33,Wholesale,NZD,NXH382,97,7,9,938.0,450.24,8442.0
SO - 0002969,12-04-2019,25-04-2019,27,Distributor,AUD,NXH382,15,7,11,2485.7,2063.13,27342.7
SO - 0004163,12-04-2019,15-04-2019,24,Export,NZD,NXH382,77,11,7,2231.1,1472.53,15617.7
SO - 0004422,12-04-2019,15-04-2019,8,Distributor,USD,NXH382,15,7,12,5822.3,2736.48,69867.6
SO - 0004811,12-04-2019,21-04-2019,20,Wholesale,USD,NXH382,21,5,7,5085.3,2695.21,35597.1
SO - 0004951,12-04-2019,17-04-2019,42,Wholesale,USD,NXH382,64,7,11,207.7,89.31,2284.7
SO - 0006102,12-04-2019,24-04-2019,23,Distributor,USD,NXH382,94,1,6,911.2,747.18,5467.2
SO - 0006138,12-04-2019,28-04-2019,41,Distributor,NZD,NXH382,96,2,5,5902.7,2420.11,29513.5
SO - 0007146,12-04-2019,28-04-2019,2,Export,NZD,NXH382,8,1,8,1058.6,529.3,8468.8
SO - 000685,13-04-2019,19-04-2019,22,Wholesale,NZD,NXH382,35,5,8,1855.9,1354.81,14847.2
SO - 0001089,13-04-2019,24-04-2019,16,Wholesale,USD,NXH382,10,1,7,944.7,377.88,6612.9
SO - 0001292,13-04-2019,24-04-2019,48,Wholesale,USD,NXH382,80,11,10,5547.6,3217.61,55476.0
SO - 0001503,13-04-2019,17-04-2019,9,Wholesale,NZD,NXH382,81,11,12,1025.1,584.31,12301.2
SO - 0001771,13-04-2019,17-04-2019,17,Wholesale,USD,NXH382,64,1,10,1246.2,847.42,12462.0
SO - 0002181,13-04-2019,22-04-2019,33,Wholesale,NZD,NXH382,3,2,5,1882.7,1091.97,9413.5
SO - 0002522,13-04-2019,28-04-2019,33,Wholesale,NZD,NXH382,92,11,12,207.7,110.08,2492.4
SO - 0002769,13-04-2019,20-04-2019,47,Distributor,NZD,NXH382,97,3,10,3886.0,2137.3,38860.0
SO - 0003277,13-04-2019,29-04-2019,34,Distributor,USD,NXH382,88,7,12,3999.9,3079.92,47998.8
SO - 0004169,13-04-2019,18-04-2019,50,Wholesale,USD,NXH382,36,1,9,6519.1,3520.31,58671.9
SO - 0005411,13-04-2019,22-04-2019,45,Export,NZD,NXH382,99,7,6,6003.2,3902.08,36019.2
SO - 0005428,13-04-2019,01-05-2019,3,Wholesale,USD,NXH382,82,1,5,234.5,189.95,1172.5
SO - 0006781,13-04-2019,20-04-2019,32,Wholesale,EUR,NXH382,36,8,8,1098.8,582.36,8790.4
SO - 0007436,13-04-2019,24-04-2019,6,Wholesale,USD,NXH382,8,2,11,1232.8,813.65,13560.8
SO - 000106,14-04-2019,23-04-2019,21,Wholesale,NZD,NXH382,59,5,6,1038.5,446.56,6231.0
SO - 0001432,14-04-2019,22-04-2019,38,Distributor,NZD,NXH382,97,5,12,1098.8,736.2,13185.6
SO - 0001565,14-04-2019,24-04-2019,3,Wholesale,NZD,NXH382,30,14,6,1098.8,791.14,6592.8
SO - 0002124,14-04-2019,30-04-2019,32,Wholesale,GBP,NXH382,34,2,10,3899.4,3314.49,38994.0
SO - 0003094,14-04-2019,01-05-2019,25,Distributor,USD,NXH382,87,5,6,2586.2,1603.44,15517.2
SO - 0003176,14-04-2019,27-04-2019,17,Wholesale,EUR,NXH382,28,2,7,3530.9,2930.65,24716.3
SO - 0005458,14-04-2019,21-04-2019,10,Wholesale,GBP,NXH382,21,5,9,3504.1,2943.44,31536.9
SO - 0005949,14-04-2019,18-04-2019,27,Wholesale,EUR,NXH382,41,5,11,2211.0,950.73,24321.0
SO - 0006358,14-04-2019,28-04-2019,7,Wholesale,NZD,NXH382,52,2,6,1996.6,1098.13,11979.6
SO - 0007732,14-04-2019,02-05-2019,42,Wholesale,GBP,NXH382,97,1,8,194.3,97.15,1554.4
SO - 0002065,15-04-2019,28-04-2019,31,Export,NZD,NXH382,45,11,11,964.8,665.71,10612.8
SO - 0002355,15-04-2019,23-04-2019,3,Distributor,NZD,NXH382,1,5,6,167.5,120.6,1005.0
SO - 0002545,15-04-2019,18-04-2019,42,Wholesale,AUD,NXH382,99,2,12,690.1,441.66,8281.2
SO - 0006261,15-04-2019,21-04-2019,5,Wholesale,EUR,NXH382,4,5,6,1051.9,820.48,6311.4
SO - 0006476,15-04-2019,02-05-2019,13,Export,EUR,NXH382,9,1,11,2834.1,1303.69,31175.1
SO - 0001094,16-04-2019,22-04-2019,31,Wholesale,NZD,NXH382,78,13,7,1112.2,778.54,7785.4
SO - 0001978,16-04-2019,01-05-2019,36,Distributor,EUR,NXH382,89,5,12,3986.5,2670.96,47838.0
SO - 0002728,16-04-2019,19-04-2019,47,Distributor,NZD,NXH382,91,11,11,1112.2,878.64,12234.2
SO - 0004162,16-04-2019,24-04-2019,26,Wholesale,USD,NXH382,94,2,5,2224.4,1512.59,11122.0
SO - 0006108,16-04-2019,04-05-2019,47,Distributor,AUD,NXH382,6,11,12,234.5,126.63,2814.0
SO - 0001093,17-04-2019,26-04-2019,41,Wholesale,NZD,NXH382,78,7,12,804.0,410.04,9648.0
SO - 0002166,17-04-2019,27-04-2019,16,Export,AUD,NXH382,30,5,11,1051.9,420.76,11570.9
SO - 0003741,17-04-2019,21-04-2019,19,Distributor,AUD,NXH382,92,9,12,234.5,133.67,2814.0
SO - 0004049,17-04-2019,27-04-2019,34,Wholesale,NZD,NXH382,92,2,7,3048.5,1219.4,21339.5
SO - 0007426,17-04-2019,22-04-2019,1,Export,NZD,NXH382,2,7,6,2994.9,2455.82,17969.4
SO - 0007938,17-04-2019,22-04-2019,6,Wholesale,EUR,NXH382,36,1,12,2539.3,1371.22,30471.6
SO - 0001425,18-04-2019,25-04-2019,2,Wholesale,AUD,NXH382,63,1,6,4020.0,3417.0,24120.0
SO - 0001480,18-04-2019,24-04-2019,32,Export,NZD,NXH382,40,13,12,1916.2,1417.99,22994.4
SO - 0001519,18-04-2019,23-04-2019,35,Distributor,USD,NXH382,6,1,9,1956.4,1076.02,17607.6
SO - 0002611,18-04-2019,28-04-2019,39,Wholesale,USD,NXH382,8,2,8,1246.2,922.19,9969.6
SO - 0003544,18-04-2019,03-05-2019,12,Distributor,NZD,NXH382,15,1,11,2358.4,1249.95,25942.4
SO - 0003939,18-04-2019,05-05-2019,46,Distributor,NZD,NXH382,2,7,11,2304.8,1590.31,25352.8
SO - 0004057,18-04-2019,24-04-2019,15,Wholesale,AUD,NXH382,86,1,8,4013.3,1886.25,32106.4
SO - 0004557,18-04-2019,22-04-2019,31,Distributor,NZD,NXH382,93,2,8,6324.8,5059.84,50598.4
SO - 0004860,18-04-2019,24-04-2019,11,Wholesale,NZD,NXH382,16,9,10,5460.5,4313.8,54605.0
SO - 0005701,18-04-2019,27-04-2019,1,Distributor,NZD,NXH382,60,7,10,5085.3,2796.92,50853.0
SO - 0007292,18-04-2019,01-05-2019,50,Wholesale,USD,NXH382,57,9,7,1112.2,778.54,7785.4
SO - 0007393,18-04-2019,05-05-2019,15,Export,USD,NXH382,73,13,8,1051.9,704.77,8415.2
SO - 0001108,19-04-2019,27-04-2019,45,Wholesale,USD,NXH382,23,7,6,1782.2,873.28,10693.2
SO - 0001863,19-04-2019,02-05-2019,20,Distributor,USD,NXH382,21,13,9,958.1,584.44,8622.9
SO - 0003284,19-04-2019,05-05-2019,50,Wholesale,GBP,NXH382,51,11,8,2378.5,1379.53,19028.0
SO - 0004188,19-04-2019,01-05-2019,44,Distributor,GBP,NXH382,82,12,9,971.5,437.18,8743.5
SO - 0007004,19-04-2019,02-05-2019,1,Wholesale,EUR,NXH382,43,11,10,1835.8,1321.78,18358.0
SO - 000928,20-04-2019,29-04-2019,17,Wholesale,NZD,NXH382,47,2,11,1989.9,935.25,21888.9
SO - 0001161,20-04-2019,04-05-2019,9,Wholesale,USD,NXH382,40,12,11,1232.8,702.7,13560.8
SO - 0001223,20-04-2019,26-04-2019,40,Wholesale,GBP,NXH382,42,1,9,1092.1,524.21,9828.9
SO - 0001776,20-04-2019,27-04-2019,7,Distributor,AUD,NXH382,13,11,9,1916.2,1379.66,17245.8
SO - 0002209,20-04-2019,03-05-2019,3,Export,AUD,NXH382,7,11,8,3859.2,2354.11,30873.6
SO - 0003305,20-04-2019,02-05-2019,12,Wholesale,USD,NXH382,73,9,6,2572.8,1698.05,15436.8
SO - 0003402,20-04-2019,02-05-2019,32,Wholesale,EUR,NXH382,30,13,6,737.0,412.72,4422.0
SO - 0003911,20-04-2019,05-05-2019,10,Wholesale,AUD,NXH382,11,1,6,1045.2,825.71,6271.2
SO - 0005473,20-04-2019,29-04-2019,18,Wholesale,NZD,NXH382,51,11,10,241.2,166.43,2412.0
SO - 0005995,20-04-2019,07-05-2019,21,Distributor,USD,NXH382,55,6,6,3872.6,3059.35,23235.6
SO - 0006208,20-04-2019,24-04-2019,40,Wholesale,AUD,NXH382,66,2,6,1152.4,576.2,6914.4
SO - 0007691,20-04-2019,24-04-2019,14,Wholesale,NZD,NXH382,84,6,7,2633.1,1764.18,18431.7
SO - 000624,21-04-2019,06-05-2019,29,Wholesale,AUD,NXH382,14,1,11,201.0,160.8,2211.0
SO - 0001460,21-04-2019,07-05-2019,31,Wholesale,USD,NXH382,37,11,11,2525.9,1843.91,27784.9
SO - 0002101,21-04-2019,28-04-2019,5,Wholesale,AUD,NXH382,25,1,7,1313.2,617.2,9192.4
SO - 0004505,21-04-2019,25-04-2019,49,Distributor,NZD,NXH382,13,7,7,3865.9,2319.54,27061.3
SO - 0005683,21-04-2019,04-05-2019,45,Wholesale,NZD,NXH382,42,1,7,3939.6,3151.68,27577.2
SO - 0006532,21-04-2019,26-04-2019,32,Export,NZD,NXH382,41,7,10,1782.2,1301.01,17822.0
SO - 0007143,21-04-2019,08-05-2019,49,Wholesale,EUR,NXH382,78,6,10,1025.1,645.81,10251.0
SO - 0007946,21-04-2019,30-04-2019,27,Distributor,USD,NXH382,87,1,8,1286.4,990.53,10291.2
SO - 000330,22-04-2019,05-05-2019,49,Distributor,NZD,NXH382,42,1,8,1065.3,468.73,8522.4
SO - 0004944,22-04-2019,06-05-2019,30,Distributor,NZD,NXH382,98,11,5,187.6,153.83,938.0
SO - 0005288,22-04-2019,30-04-2019,17,Distributor,AUD,NXH382,58,5,7,1708.5,1418.06,11959.5
SO - 0005959,22-04-2019,08-05-2019,49,Wholesale,NZD,NXH382,18,2,11,1112.2,567.22,12234.2
SO - 000533,23-04-2019,08-05-2019,12,Wholesale,USD,NXH382,61,2,6,6465.5,3879.3,38793.0
SO - 000993,23-04-2019,28-04-2019,22,Wholesale,NZD,NXH382,26,5,9,247.9,185.93,2231.1
SO - 0004263,23-04-2019,07-05-2019,26,Wholesale,AUD,NXH382,44,4,7,6411.9,2564.76,44883.3
SO - 0004440,23-04-2019,05-05-2019,3,Distributor,NZD,NXH382,72,10,12,1708.5,1161.78,20502.0
SO - 0006123,23-04-2019,05-05-2019,46,Distributor,AUD,NXH382,86,2,9,2733.6,1503.48,24602.4
SO - 0007735,23-04-2019,27-04-2019,6,Wholesale,NZD,NXH382,21,11,11,938.0,656.6,10318.0
SO - 000214,24-04-2019,30-04-2019,25,Wholesale,NZD,NXH382,81,8,6,3932.9,1691.15,23597.4
SO - 0003292,24-04-2019,03-05-2019,19,Wholesale,USD,NXH382,24,13,6,2680.0,1152.4,16080.0
SO - 0003931,24-04-2019,01-05-2019,18,Distributor,USD,NXH382,69,7,7,1916.2,1015.59,13413.4
SO - 0004489,24-04-2019,12-05-2019,13,Wholesale,NZD,NXH382,78,5,8,2405.3,1635.6,19242.4
SO - 0005788,24-04-2019,29-04-2019,43,Distributor,USD,NXH382,13,1,11,2606.3,1068.58,28669.3
SO - 0005845,24-04-2019,05-05-2019,10,Wholesale,NZD,NXH382,44,1,11,2412.0,1688.4,26532.0
SO - 0008007,24-04-2019,11-05-2019,38,Wholesale,NZD,NXH382,84,7,9,3953.0,2688.04,35577.0
SO - 000173,25-04-2019,11-05-2019,17,Distributor,GBP,NXH382,36,7,6,2485.7,1317.42,14914.2
SO - 000401,25-04-2019,07-05-2019,38,Wholesale,NZD,NXH382,53,2,7,1038.5,830.8,7269.5
SO - 0002015,25-04-2019,09-05-2019,39,Wholesale,AUD,NXH382,2,7,7,1112.2,678.44,7785.4
SO - 0003171,25-04-2019,02-05-2019,1,Distributor,USD,NXH382,97,5,11,3966.4,2816.14,43630.4
SO - 0003659,25-04-2019,06-05-2019,32,Wholesale,GBP,NXH382,51,5,8,3839.1,2073.11,30712.8
SO - 0003933,25-04-2019,01-05-2019,21,Export,NZD,NXH382,67,1,9,6277.9,2636.72,56501.1
SO - 0004125,25-04-2019,13-05-2019,41,Wholesale,AUD,NXH382,6,2,10,2224.4,1846.25,22244.0
SO - 0005044,25-04-2019,28-04-2019,16,Wholesale,USD,NXH382,73,11,6,1139.0,717.57,6834.0
SO - 0005129,25-04-2019,05-05-2019,47,Export,NZD,NXH382,88,7,8,6318.1,4738.58,50544.8
SO - 0005972,25-04-2019,08-05-2019,31,Wholesale,EUR,NXH382,91,11,6,3035.1,1699.66,18210.6
SO - 0004148,26-04-2019,08-05-2019,14,Wholesale,USD,NXH382,54,2,10,5092.0,2393.24,50920.0
SO - 0004174,26-04-2019,02-05-2019,9,Wholesale,NZD,NXH382,97,5,10,2378.5,1879.02,23785.0
SO - 0006260,26-04-2019,11-05-2019,2,Wholesale,NZD,NXH382,43,1,12,261.3,193.36,3135.6
SO - 0004428,27-04-2019,07-05-2019,15,Wholesale,NZD,NXH382,70,7,9,1051.9,694.25,9467.1
SO - 0004616,27-04-2019,15-05-2019,38,Distributor,AUD,NXH382,17,1,6,1092.1,469.6,6552.6
SO - 0004633,27-04-2019,14-05-2019,46,Wholesale,NZD,NXH382,32,5,9,1092.1,611.58,9828.9
SO - 0004744,27-04-2019,06-05-2019,43,Distributor,NZD,NXH382,86,2,8,2934.6,1496.65,23476.8
SO - 0005100,27-04-2019,01-05-2019,11,Wholesale,USD,NXH382,20,11,9,1092.1,567.89,9828.9
SO - 0005105,27-04-2019,09-05-2019,4,Wholesale,NZD,NXH382,53,8,7,3986.5,1634.47,27905.5
SO - 0007743,27-04-2019,10-05-2019,7,Wholesale,USD,NXH382,91,12,8,2398.6,1151.33,19188.8
SO - 0004299,28-04-2019,04-05-2019,43,Wholesale,USD,NXH382,36,11,8,1078.7,733.52,8629.6
SO - 0006162,28-04-2019,12-05-2019,43,Wholesale,NZD,NXH382,20,9,10,3966.4,2895.47,39664.0
SO - 0001285,29-04-2019,13-05-2019,13,Distributor,NZD,NXH382,33,2,11,3999.9,2559.94,43998.9
SO - 0002051,29-04-2019,11-05-2019,40,Wholesale,NZD,NXH382,39,7,5,1072.0,846.88,5360.0
SO - 0002285,29-04-2019,06-05-2019,29,Distributor,AUD,NXH382,51,2,6,3932.9,1573.16,23597.4
SO - 0003838,29-04-2019,03-05-2019,13,Wholesale,EUR,NXH382,22,1,7,221.1,154.77,1547.7
SO - 0004167,29-04-2019,04-05-2019,18,Wholesale,NZD,NXH382,3,2,7,1286.4,951.94,9004.8
SO - 0004970,29-04-2019,04-05-2019,3,Wholesale,NZD,NXH382,21,1,9,268.0,123.28,2412.0
SO - 0006686,29-04-2019,05-05-2019,9,Distributor,NZD,NXH382,54,1,11,1822.4,1221.01,20046.4
SO - 0007719,29-04-2019,10-05-2019,22,Wholesale,AUD,NXH382,96,7,8,1011.7,424.91,8093.6
SO - 0002107,30-04-2019,18-05-2019,31,Distributor,AUD,NXH382,65,5,12,1882.7,1355.54,22592.4
SO - 0004128,30-04-2019,10-05-2019,10,Wholesale,AUD,NXH382,13,2,8,1078.7,560.92,8629.6
SO - 0004325,30-04-2019,05-05-2019,40,Wholesale,USD,NXH382,71,2,10,1045.2,668.93,10452.0
SO - 0005468,30-04-2019,05-05-2019,47,Distributor,USD,NXH382,87,5,7,1125.6,495.26,7879.2
SO - 0005679,30-04-2019,03-05-2019,43,Wholesale,USD,NXH382,84,1,10,1118.9,783.23,11189.0
SO - 0005777,30-04-2019,16-05-2019,8,Wholesale,NZD,NXH382,99,5,10,1078.7,539.35,10787.0
SO - 0008078,30-04-2019,14-05-2019,12,Distributor,NZD,NXH382,9,7,7,5855.8,2576.55,40990.6
SO - 000114,1-05-2019,08-05-2019,17,Export,USD,NXH382,11,7,9,254.6,216.41,2291.4
SO - 000261,1-05-2019,16-05-2019,12,Distributor,NZD,NXH382,24,6,12,2693.4,1939.25,32320.8
SO - 0001074,1-05-2019,04-05-2019,14,Export,USD,NXH382,71,2,10,174.2,116.71,1742.0
SO - 0001273,1-05-2019,11-05-2019,25,Distributor,GBP,NXH382,46,5,7,3939.6,2166.78,27577.2
SO - 0001917,1-05-2019,06-05-2019,12,Distributor,NZD,NXH382,64,12,6,2653.2,1061.28,15919.2
SO - 0002135,1-05-2019,05-05-2019,6,Wholesale,GBP,NXH382,1,2,7,2385.2,1454.97,16696.4
SO - 0004828,1-05-2019,15-05-2019,29,Export,USD,NXH382,58,8,6,5681.6,3238.51,34089.6
SO - 000534,2-05-2019,18-05-2019,30,Wholesale,AUD,NXH382,53,6,11,241.2,101.3,2653.2
SO - 000645,2-05-2019,11-05-2019,13,Distributor,AUD,NXH382,62,7,5,1025.1,809.83,5125.5
SO - 0001142,2-05-2019,08-05-2019,17,Wholesale,GBP,NXH382,71,7,7,3028.4,1756.47,21198.8
SO - 0002019,2-05-2019,07-05-2019,13,Distributor,USD,NXH382,75,4,12,234.5,105.53,2814.0
SO - 0002983,2-05-2019,08-05-2019,50,Wholesale,USD,NXH382,40,2,5,227.8,164.02,1139.0
SO - 0003689,2-05-2019,16-05-2019,42,Wholesale,GBP,NXH382,8,10,5,2438.8,1926.65,12194.0
SO - 0003902,2-05-2019,13-05-2019,8,Export,USD,NXH382,36,7,8,1916.2,1379.66,15329.6
SO - 0004315,2-05-2019,08-05-2019,23,Export,AUD,NXH382,2,11,8,5440.4,4406.72,43523.2
SO - 0004375,2-05-2019,19-05-2019,33,Distributor,EUR,NXH382,26,2,8,1768.8,990.53,14150.4
SO - 0007344,2-05-2019,14-05-2019,20,Wholesale,NZD,NXH382,77,9,12,1038.5,508.87,12462.0
SO - 0007755,2-05-2019,19-05-2019,50,Wholesale,NZD,NXH382,73,5,12,723.6,376.27,8683.2
SO - 0007830,2-05-2019,10-05-2019,14,Export,AUD,NXH382,83,11,12,6458.8,3164.81,77505.6
SO - 0008079,2-05-2019,20-05-2019,21,Wholesale,NZD,NXH382,33,11,8,3852.5,1618.05,30820.0
SO - 0001008,3-05-2019,20-05-2019,23,Distributor,USD,NXH382,34,11,12,891.1,490.11,10693.2
SO - 0001392,3-05-2019,12-05-2019,49,Export,GBP,NXH382,97,3,9,2505.8,1303.02,22552.2
SO - 0001548,3-05-2019,14-05-2019,44,Export,NZD,NXH382,54,5,6,2257.9,1128.95,13547.4
SO - 0003569,3-05-2019,20-05-2019,43,Wholesale,USD,NXH382,8,5,12,5956.3,4228.97,71475.6
SO - 0004723,3-05-2019,13-05-2019,3,Distributor,NZD,NXH382,68,2,8,2358.4,1132.03,18867.2
SO - 0005955,3-05-2019,06-05-2019,22,Wholesale,EUR,NXH382,44,2,8,268.0,147.4,2144.0
SO - 0006498,3-05-2019,10-05-2019,10,Wholesale,NZD,NXH382,96,2,6,1065.3,745.71,6391.8
SO - 000337,4-05-2019,20-05-2019,26,Wholesale,NZD,NXH382,67,13,6,3008.3,2226.14,18049.8
SO - 000601,4-05-2019,15-05-2019,46,Distributor,NZD,NXH382,61,5,7,3202.6,2177.77,22418.2
SO - 0001303,4-05-2019,22-05-2019,13,Wholesale,USD,NXH382,72,5,10,3249.5,2697.09,32495.0
SO - 0003248,4-05-2019,18-05-2019,28,Wholesale,GBP,NXH382,8,1,9,6137.2,2823.11,55234.8
SO - 0004157,4-05-2019,07-05-2019,46,Wholesale,USD,NXH382,67,9,11,3986.5,2591.23,43851.5
SO - 0006134,4-05-2019,19-05-2019,40,Distributor,NZD,NXH382,77,3,11,3557.7,1707.7,39134.7
SO - 0006546,4-05-2019,15-05-2019,7,Wholesale,EUR,NXH382,1,13,9,2438.8,975.52,21949.2
SO - 0006585,4-05-2019,12-05-2019,45,Wholesale,NZD,NXH382,12,7,12,2606.3,2215.36,31275.6
SO - 0006592,4-05-2019,11-05-2019,5,Wholesale,USD,NXH382,100,6,5,1922.9,1211.43,9614.5
SO - 000647,5-05-2019,19-05-2019,34,Wholesale,USD,NXH382,71,1,8,3738.6,2056.23,29908.8
